Product Name,URL,Price,Ratings,Delivery
"Boult Audio Bassbox Unplug 12W Portable Wireless Bluetooth Speaker with Deep Bass, Built-in Mic, USB Port, Aux and Long Battery Life  (Black)",/Boult-Audio-Unplug-Portable-Bluetooth/dp/B07TGF9JG6/ref=sr_1_93?dchild=1&keywords=speakers&qid=1584619845&sr=8-93,"1,299",4.0 out of 5 stars,FREE Delivery by Amazon
"Zebronics Zeb-Action Portable BT Speaker with TWS Function, USB,mSD, AUX, FM, Mic & Fabric Finish(Black)",/Zebronics-Zeb-Action-Portable-Speaker-Function/dp/B07WG7K216/ref=sr_1_94?dchild=1&keywords=speakers&qid=1584619845&smid=A14CZOWI0VEHLG&sr=8-94,"1,049",3.7 out of 5 stars,FREE Delivery by Amazon
Rewy RW113 Super Bass Splash Proof Wireless Bluetooth Speaker Best Sound Quality Playing with All Device (Random Colour),/Rewy-Wireless-Bluetooth-Speaker-Quality/dp/B07Y3SQ2SB/ref=sr_1_95?dchild=1&keywords=speakers&qid=1584619845&sr=8-95,349,3.4 out of 5 stars,
"AWF WS-887 Wireless Bluetooth Speakers Hi Quality Sound/Hands Free Calls/Rechargeable Battery/USB/AUX/SD/TF Card Slot Compatible with Android, iOS & Windows Devices",/AWF-Wireless-Bluetooth-Rechargeable-Compatible/dp/B07YNV3GV1/ref=sr_1_96?dchild=1&keywords=speakers&qid=1584619845&sr=8-96,397,5.0 out of 5 stars,
UnV blutooth Portable Mini Speaker with Light,/UnV-blutooth-Portable-Speaker-Light/dp/B07T8P9XKQ/ref=sr_1_97?dchild=1&keywords=speakers&qid=1584619845&sr=8-97,199,1.0 out of 5 stars,
boAt Stone Grenade Portable Bluetooth Speakers (Charcoal Black),/Stone-Grenade-Portable-Bluetooth-Speakers/dp/B07NBZ8711/ref=sr_1_98?dchild=1&keywords=speakers&qid=1584619845&sr=8-98,"1,399",4.2 out of 5 stars,FREE Delivery by Amazon
(Renewed) iBall Decor 9 Computer Multimedia Speakers,/Certified-Refurbished-iBall-Computer-Multimedia/dp/B07C8W6BQ1/ref=sr_1_99?dchild=1&keywords=speakers&qid=1584619845&sr=8-99,397,4.0 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
AmazonBasics 16-Gauge Speaker Wire - 50 Feet,/AmazonBasics-16-Gauge-Speaker-Wire-Feet/dp/B006LW0WDQ/ref=sr_1_100?dchild=1&keywords=speakers&qid=1584619845&sr=8-100,649,4.4 out of 5 stars,FREE Delivery by Amazon
AmazonBasics 16-Gauge Speaker Wire - 50 Feet,/AmazonBasics-16-Gauge-Speaker-Wire-Feet/dp/B006LW0WDQ/ref=sr_1_99?dchild=1&keywords=speakers&qid=1584619849&sr=8-99,649,4.4 out of 5 stars,FREE Delivery by Amazon
"Bass Barrel Wireless Portable Bluetooth Speaker with 22 HR Playtime, Crystal Clear Sound, USB, AUX in, Support TF Card, Built-in Mic, Suitable for Home and Outdoor/Travel - Made in India (Red)",/Bass-Barrel-Wireless-Portable-Bluetooth/dp/B0854KRB65/ref=sr_1_100?dchild=1&keywords=speakers&qid=1584619849&sr=8-100,870,4.0 out of 5 stars,
Rewy W005 Megabass Wireless Bluetooth V4.2 Speaker with SD/USB/AUX & FM Support Compatible for All Devices (Random Colour),/Rewy-Megabass-Wireless-Bluetooth-Compatible/dp/B082ZN5RBC/ref=sr_1_101?dchild=1&keywords=speakers&qid=1584619849&sr=8-101,329,4.0 out of 5 stars,
Rewy AC-211 Wireless Multimedia Portable Bluetooth V4.2 Bass Speaker with FM USB/SD & AUX Support (Random Colour),/Rewy-Wireless-Multimedia-Portable-Bluetooth/dp/B082ZN449X/ref=sr_1_102?dchild=1&keywords=speakers&qid=1584619849&sr=8-102,289,3.1 out of 5 stars,
