Product Name,URL,Price,Ratings,Delivery
"RICHVOLT Bluetooth Headsets Wireless Earphones, Headphones for iPhone 11 Pro, XR, XS, Xiaomi Redmi K20 Pro, Mi Note 8 Pro, Mi A3, Redmi Note 7 Pro, 7S, 8A, M30s, Realme 5s, X2 Pro, XT, V17 Pro, M30s",/RICHVOLT-Bluetooth-Headsets-Earphones-Headphones/dp/B0834PBNPW/ref=sr_1_95?dchild=1&keywords=headphones&qid=1584620139&sr=8-95,415,,FREE Delivery over ₹499. Fulfilled by Amazon.
ERHETUS SH12 Wireless Bluetooth Headphone with Mic with FM and SD Card Slot with Music and Calling Controls for All Mobile (Blue),/ERHETUS-SH12-Wireless-Bluetooth-Headphone/dp/B08425ZGZF/ref=sr_1_96?dchild=1&keywords=headphones&qid=1584620139&sr=8-96,579,,FREE Delivery by Amazon
"Cosmic Byte GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones (Camo Grey)",/Cosmic-Byte-GS410-Camo-Grey/dp/B07WSDHF2H/ref=sr_1_97?dchild=1&keywords=headphones&qid=1584620139&sr=8-97,,4.1 out of 5 stars,FREE Delivery by Amazon
"Cosmic Byte GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones (Black/Green)",/Cosmic-Byte-GS410-Headphones-Green/dp/B07K7YR8SP/ref=sr_1_98?dchild=1&keywords=headphones&qid=1584620139&sr=8-98,,4.1 out of 5 stars,FREE Delivery by Amazon
M.G.R.J® Soft & Flexible Silicone Case Cover for Redmi Airdots (Black),/M-G-R-J%C2%AE-Flexible-Silicone-Cover-Airdots/dp/B0823V8FQ3/ref=sr_1_99?dchild=1&keywords=headphones&qid=1584620139&sr=8-99,299,,FREE Delivery over ₹499. Fulfilled by Amazon.
"Valsh Wireless Bluetooth Headphones, Headset with Mic and Volume Button Earphone for Mi Note 5 Pro, TS Mi Note 5 Pro, Redmi 6 Pro, Redmi 6A, Redmi Y2, Mi A2(Multi-Coloured)",/Valsh-Wireless-Bluetooth-Headphones-Multi-Coloured/dp/B083Z6Q2RT/ref=sr_1_100?dchild=1&keywords=headphones&qid=1584620139&sr=8-100,149,,
"Valsh Wireless Bluetooth Headphones, Headset with Mic and Volume Button Earphone for Mi Note 5 Pro, TS Mi Note 5 Pro, Redmi 6 Pro, Redmi 6A, Redmi Y2, Mi A2(Multi-Coloured)",/Valsh-Wireless-Bluetooth-Headphones-Multi-Coloured/dp/B083Z6Q2RT/ref=sr_1_99?dchild=1&keywords=headphones&qid=1584620142&sr=8-99,149,,
"ROCKETKART Bluetooth Headphones, Wireless Earphones for iPhone 6s 7 7plus 8 Plus X Redmi Note 6 Pro Redmi Note 7 Pro Redmi 6A Redmi Note 5 Pro Note 8 Mi 5A Mi A1 A2 Y1 Y2 Vivo V11Pro V15 Pro Headset",/ROCKETKART-Bluetooth-Headphones-Wireless-Earphones/dp/B0845VC5FB/ref=sr_1_100?dchild=1&keywords=headphones&qid=1584620142&sr=8-100,275,,FREE Delivery over ₹499. Fulfilled by Amazon.
"Boat Bassheads 242 Wired Sports Earphones with HD Sound, 10 mm Dynamic Drivers, IPX 4 Sweat and Water Resistance, Superior Coated Cable & in-Line Mic (Spirit Lime)",/Boat-Bassheads-242-Earphones-Resistance/dp/B07S7QXSKS/ref=sr_1_101?dchild=1&keywords=headphones&qid=1584620142&sr=8-101,549,4.2 out of 5 stars,FREE Delivery by Amazon
"Cosmic Byte H1 Gaming Headphone with Mic for PC, Laptops, Mobile, PS4, Xbox One (Blue)",/Cosmic-Byte-H1-Headphone-Laptops/dp/B07GBBCH4B/ref=sr_1_102?dchild=1&keywords=headphones&qid=1584620142&sr=8-102,,4.2 out of 5 stars,FREE Delivery by Amazon
